UTC Timestamp,Current Measurement
2024-03-23 00:31:00,3.15482
2024-03-23 00:31:00,3.15482
2024-03-23 00:31:00,3.15482
2024-03-23 00:31:00,3.15482
2024-03-23 00:31:00,3.15482
2024-03-23 00:31:00,3.15489
2024-03-23 00:31:01,3.15489
2024-03-23 00:31:01,3.15489
2024-03-23 00:31:01,3.15489
2024-03-23 00:31:01,3.15489
2024-03-23 00:31:01,3.15489
2024-03-23 00:31:01,3.15503
2024-03-23 00:31:01,3.15503
2024-03-23 00:31:01,3.15503
2024-03-23 00:31:01,3.15503
2024-03-23 00:31:01,3.15503
2024-03-23 00:31:01,3.15503
2024-03-23 00:31:01,3.15495
2024-03-23 00:31:01,3.15495
2024-03-23 00:31:01,3.15495
2024-03-23 00:31:01,3.15495
2024-03-23 00:31:01,3.15495
2024-03-23 00:31:01,3.15495
2024-03-23 00:31:01,3.15503
2024-03-23 00:31:01,3.15503
2024-03-23 00:31:01,3.15503
2024-03-23 00:31:01,3.15503
2024-03-23 00:31:01,3.15503
2024-03-23 00:31:01,3.15503
2024-03-23 00:31:01,3.15503
2024-03-23 00:31:01,3.15503
2024-03-23 00:31:01,3.15503
2024-03-23 00:31:02,3.15503
2024-03-23 00:31:02,3.15503
2024-03-23 00:31:02,3.15503
2024-03-23 00:31:02,3.15509
2024-03-23 00:31:02,3.15509
2024-03-23 00:31:02,3.15509
2024-03-23 00:31:02,3.15509
2024-03-23 00:31:02,3.15509
2024-03-23 00:31:02,3.15509
2024-03-23 00:31:02,3.15503
2024-03-23 00:31:02,3.15503
2024-03-23 00:31:02,3.15503
2024-03-23 00:31:02,3.15503
2024-03-23 00:31:02,3.15503
2024-03-23 00:31:02,3.15503
2024-03-23 00:31:02,3.15503
2024-03-23 00:31:02,3.15503
2024-03-23 00:31:02,3.15503
2024-03-23 00:31:02,3.15503
2024-03-23 00:31:02,3.15503
2024-03-23 00:31:02,3.15503
2024-03-23 00:31:02,3.15503
2024-03-23 00:31:02,3.15503
2024-03-23 00:31:02,3.15503
2024-03-23 00:31:02,3.15503
2024-03-23 00:31:02,3.15503
2024-03-23 00:31:03,3.15503
2024-03-23 00:31:03,3.15503
